NM_ID,Gene,Disease,Disease_Category,Motif_Class,Subclass,Start,End,Length,Score
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,10,1021,1011,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,60,87,28,1.43
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Slipped_DNA,STR,63,83,21,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Z-DNA,eGZ,63,83,21,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Z-DNA,eGZ,85,96,12,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Hybrid,Z-DNA_G-Quadruplex_Overlap,85,114,29,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,89,114,26,1.44
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,123,145,23,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,123,423,300,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,155,175,21,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Z-DNA,Z-DNA,223,236,14,1.9
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,i-Motif,Canonical i-motif,236,262,27,2.49
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Intramolecular G-triplex,305,317,13,1.5
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Z-DNA,eGZ,326,340,15,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,345,373,29,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Hybrid,G-Quadruplex_A-philic_DNA_Overlap,345,375,30,2.75
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,A-philic_DNA,A-philic DNA,366,375,10,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,366,606,240,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Z-DNA,Z-DNA,414,423,10,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,426,445,20,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,455,477,23,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,580,606,27,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,667,693,27,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Hybrid,G-Quadruplex_Z-DNA_Overlap,667,697,30,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Z-DNA,Z-DNA,686,697,12,1.63
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,686,963,277,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Z-DNA,Z-DNA,731,740,10,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,785,808,24,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,812,833,22,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,A-philic_DNA,A-philic DNA,850,859,10,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Extended-loop canonical,855,889,35,1.46
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,941,963,23,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1245,1265,21,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Extended-loop canonical,1305,1333,29,1.68
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1418,1432,15,1.09
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,R-Loop,R-loop formation sites,1859,3725,1867,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Intramolecular G-triplex,1859,1875,17,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1922,1941,20,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,1954,1983,30,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,2597,2616,20,1.61
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Hybrid,G-Quadruplex_A-philic_DNA_Overlap,2597,2620,23,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,A-philic_DNA,A-philic DNA,2611,2620,10,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,2750,2766,17,1.1
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,2860,2886,27,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,3446,3468,23,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,3696,3712,17,1.44
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,3729,3750,22,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4015,4032,18,1.29
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4288,4308,21,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4418,4432,15,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4447,4467,21,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Intramolecular G-triplex,4544,4561,18,1.23
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,4932,4954,23,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,R-Loop,R-loop formation sites,4968,6338,1371,3.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,i-Motif,Canonical i-motif,5083,5110,28,2.17
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Curved_DNA,Local Curvature,5288,5294,7,2.03
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,5422,5448,27,1.06
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,5484,5503,20,1.04
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,5660,5680,21,1.19
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,5719,5737,19,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,5840,5854,15,1.67
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,5951,5968,18,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,Triplex,Triplex,6316,6338,23,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,6427,6454,28,1.0
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,6499,6519,21,1.06
NM_004327,BCR,"Leukemia, chronic myeloid, somatic, 608232 (3)",Cancer,G-Quadruplex,Two-tetrad weak PQS,6542,6555,14,1.12
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,R-Loop,R-loop formation sites,6,2076,2071,3.0
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,881,902,22,1.0
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,881,1027,146,1.6
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,Triplex,Triplex,935,961,27,1.0
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,Curved_DNA,Local Curvature,946,953,8,2.11
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,1013,1027,15,1.36
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,2478,2499,22,1.2
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,G-Quadruplex,Extended-loop canonical,3385,3430,46,3.0
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,Hybrid,G-Quadruplex_R-Loop_Overlap,3385,3436,51,3.0
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,R-Loop,R-loop formation sites,3420,3436,17,2.11
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,3451,3465,15,1.67
NM_005630,SLCO2A1,"Hypertrophic osteoarthropathy, primary, autosomal recessive 2, 614441 (3)",Other,G-Quadruplex,Two-tetrad weak PQS,3587,3610,24,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,47,70,24,1.37
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,72,98,27,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,114,136,23,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Slipped_DNA,Direct Repeat,180,203,24,3.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,180,730,550,3.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,227,251,25,1.01
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,R-Loop,R-loop formation sites,360,730,371,3.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Non-B_DNA_Clusters,Mixed_Cluster_5_classes,360,730,370,3.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Triplex,Triplex,395,420,26,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,499,527,29,1.65
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,534,562,29,1.52
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Z-DNA,eGZ,534,545,12,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Slipped_DNA,STR,623,649,27,3.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,623,899,276,3.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Z-DNA,eGZ,624,647,24,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,625,647,23,1.26
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,660,680,21,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,886,899,14,1.32
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,954,960,7,2.03
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Triplex,Triplex,2311,2340,30,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,2312,2340,29,2.72
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,2312,2567,255,1.69
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,R-Loop,R-loop formation sites,2348,2361,14,1.88
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,G-Quadruplex,Two-tetrad weak PQS,2418,2433,16,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Triplex,Triplex,2542,2567,26,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,2546,2553,8,2.11
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,2842,2856,15,2.44
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Triplex,Triplex,2842,2876,35,1.0
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,2866,2873,8,2.11
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,3027,3033,7,2.03
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,3202,3215,14,2.41
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,3239,3248,10,2.24
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,3371,3378,8,2.11
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Global Curvature,3458,3498,41,2.05
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,4515,4521,7,2.03
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,4642,4649,8,2.11
NM_000944,PPP3CA,"Epileptic encephalopathy, infantile or early childhood, 1, 617711 (3)",Epilepsy/Encephalopathy,Curved_DNA,Local Curvature,4654,4660,7,2.03
NM_003337,UBE2B,?Male infertility (1),Other,G-Quadruplex,Two-tetrad weak PQS,39,61,23,1.0
NM_003337,UBE2B,?Male infertility (1),Other,Curved_DNA,Global Curvature,496,536,41,2.05
NM_003337,UBE2B,?Male infertility (1),Other,Curved_DNA,Local Curvature,592,599,8,2.11
NM_003337,UBE2B,?Male infertility (1),Other,Curved_DNA,Local Curvature,718,724,7,2.03
NM_003337,UBE2B,?Male infertility (1),Other,Curved_DNA,Local Curvature,1508,1517,10,2.24
NM_003337,UBE2B,?Male infertility (1),Other,G-Quadruplex,Two-tetrad weak PQS,1814,1828,15,1.0
NM_003337,UBE2B,?Male infertility (1),Other,G-Quadruplex,Two-tetrad weak PQS,1854,1872,19,1.34
NM_003337,UBE2B,?Male infertility (1),Other,G-Quadruplex,Two-tetrad weak PQS,1993,2006,14,1.3
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,R-Loop,R-loop formation sites,32,1441,1410,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,32,1441,1409,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,35,44,10,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,35,252,217,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,118,127,10,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Hybrid,A-philic_DNA_G-Quadruplex_Overlap,118,144,26,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,119,144,26,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Z-DNA,eGZ,139,156,18,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Hybrid,Z-DNA_G-Quadruplex_Overlap,139,168,29,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,146,168,23,1.13
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,175,201,27,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,203,228,26,1.08
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Hybrid,G-Quadruplex_Z-DNA_Overlap,203,231,28,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Z-DNA,eGZ,214,231,18,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,230,252,23,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Z-DNA,eGZ,424,438,15,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,1214,1238,25,1.2
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,R-Loop,R-loop formation sites,1458,3466,2009,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,i-Motif,Canonical i-motif,1763,1796,34,2.69
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,1802,1811,10,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,i-Motif,Canonical i-motif,1872,1907,36,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,i-Motif,Canonical i-motif,2106,2125,20,2.86
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,2213,2224,12,1.18
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_3_classes,2213,2517,304,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,2346,2364,19,1.19
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Z-DNA,Z-DNA,2370,2380,11,1.41
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,A-philic_DNA,A-philic DNA,2386,2405,20,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Hybrid,A-philic_DNA_G-Quadruplex_Overlap,2386,2422,36,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Non-B_DNA_Clusters,Mixed_Cluster_4_classes,2386,2689,303,3.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,2393,2422,30,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Z-DNA,Z-DNA,2508,2517,10,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,2555,2575,21,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,G-Quadruplex,Two-tetrad weak PQS,2610,2634,25,1.0
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,Hybrid,G-Quadruplex_i-Motif_Overlap,2610,2642,32,1.45
NM_018013,SOBP,"Mental retardation, anterior maxillary protrusion, and strabismus, 613671 (3)",Intellectual Disability,i-Motif,Canonical i-motif,2615,2642,28,2.17
